,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
12343,longer,waiti,much,how,the,wait,trying,onewhile,waitskies,can,togetherit,linewell,you,loveliness,disintegrate,spared,that,don,know,strolling,goif,youwell,reeling,graveyard,knew,it,stormy,recover,doomed,their
12344,you,wish,wanna,know,meet,did,never,mindi,but,slip,ll,as,dying,that,everywhere,armor,million,different,soon,my,tryna,under,got,me,people,kick,alone,blamei,lightshe,armorsee
12345,we,me,takes,take,know,comtemplate,honestly,slow,fast,alright,my,road,home,head,there,write,our,window,imagined,or,wind,goodbye,the,don,throw,you,it,whole,sky,name
12347,john,big,somethin,waitin,goin,shakin,they,folks,jilted,wrong,plans,makin,wastin,told,ashamed,long,kisses,you,hands,gonna,there,been,my,home,me,soon,if,all,true,bout
12349,she,come,back,ll,worry,endthough,prideshe,yeah,regain,oh,nightshe,my,friend,conceal,crumble,left,comfort,breaks,faded,lived,sight,crying,all,have,felt,tried,help,though,friends,without
12350,blackball,they,tryna,me,pros,went,rod,ordered,coupe,nigga,fuck,say,the,court,juice,to,hungry,boat,as,ghost,my,gang,what,bought,want,it,ordinary,money,soon,and
12351,pendulum,it,different,symmetry,lights,paths,us,turn,swing,and,love,you,survive,about,turns,leaves,the,pendulumyou,sometimesbut,nosomeone,timedid,pendulumpendulum,trustbut,really,oh,swung,strips,out,will,apologize
12352,dollars,daycare,thought,store,the,whale,probably,and,counter,it,milk,cause,dinner,cream,got,fish,you,some,chest,tv,sell,as,to,dog,left,did,ten,snail,five,ice
12353,stressing,floating,byclose,headbreathe,downwaking,groundi,soak,wednesday,up,while,tuesday,stands,monday,bringing,ll,world,the,clouds,it,need,be,ten,single,clear,finally,to,wouldn,moment,there,feet
12354,impeach,bush,who,rather,tush,kill,want,told,fuck,am,then,wrong,face,to,let,my,if,we,all,it,playhell,playlook,playlist,playlet,playero,playit,playerplaya,playingthere,playhonest,playingrococo
12355,demons,obvious,seems,silk,chains,end,should,soul,sins,put,an,tied,wonderland,my,they,control,re,this,imagination,just,dark,so,wrapped,the,filled,it,and,oh,around,that
12356,knowing,about,think,it,youwhen,love,special,keeps,never,makes,their,my,what,change,me,place,real,is,wasask,loveask,parades,youtoo,when,mind,why,questioned,realizing,who,heart,rained
12358,like,the,know,it,that,shit,to,uh,just,was,this,and,aw,you,actually,but,truman,though,my,seein,used,wall,she,what,am,sayin,dicky,up,for,shoutout
12359,repent,lungs,tip,secret,tongue,know,it,believe,the,something,on,nigh,my,of,why,he,would,gonna,keep,buried,me,and,us,in,back,regret,ear,breathing,at,secrets
12360,last,burnin,lordi,make,it,let,love,want,good,ten,growlet,whooooooooa,goodwhoa,whoa,awaylet,fast,don,aww,hey,lasts,apple,sunny,pie,bend,race,won,chase,that,like,clouds
12361,dreams,human,dreaming,touch,dream,day,about,the,ah,up,of,your,you,playersee,playful,players,playerplaya,playero,playfulness,playground,playgrounds,playhell,00,playingpush,playif,playin,playing,playerno,playingrococo,playingthere
12362,working,clampdown,the,work,for,along,you,and,get,men,stealyou,presidentes,clampdownyeah,clampdownwe,clampdownkick,clampdownha,clampdownbegging,ransacked,clampdownso,harrisburg,believersthe,spool,brutalize,nowin,to,turban,petersburg,cunning,saying,they
12364,real,many,friends,how,you,deserve,ain,the,to,was,guess,your,doin,throwed,us,what,him,fam,on,issues,cousin,for,wheels,talked,my,dawg,couldn,text,ask,daughter
12366,bye,goodbye,love,saying,you,wanna,apart,heartso,maybe,say,singing,stay,single,better,think,whoooo,to,soooo,broke,yeah,girl,re,other,back,want,we,whoo,that,finding,man
12367,hands,ve,side,your,gotta,find,deeper,by,way,my,got,bring,people,soon,on,it,sift,still,out,will,with,lion,belly,row,time,holds,forty,all,the,bank
12371,vegas,least,soon,ride,as,city,than,ka,rather,at,lie,you,has,play,place,believe,just,symphonies,come,energies,would,roaming,ching,night,kerosene,the,endlessly,need,guaranteed,wildest
12373,skills,to,but,the,it,wanted,as,kid,up,that,all,cool,and,don,grown,used,job,you,tell,be,illustrate,friendswhat,understatement,melle,facilitate,formally,spitter,love,school,yeah
12374,wind,ghost,anyone,belong,crying,meghost,hear,calling,me,meant,to,you,now,in,home,thinking,lose,can,the,taken,where,stupid,do,waste,take,were,does,recognized,terrified,righti
12375,while,wait,hold,you,love,me,my,stay,wish,won,this,is,cared,wake,enough,could,tell,waste,lateresigned,before,awayhold,good,rightand,more,only,awayso,if,shaken,need,up
12376,captured,by,oh,arrested,take,finally,you,me,been,in,ve,hearti,happening,suddenly,obstoj,jeannette,hine,tremor,rupert,dilemma,elation,concentration,inyou,and,ini,my,destination,desperate,unknown,am
12377,ring,honesty,take,gave,me,you,file,seats,out,taken,that,leaving,your,between,lantern,flutter,broken,and,dreams,spider,flicker,enough,with,to,lost,are,cause,for,trash,everything
12378,head,talk,about,only,my,everybody,in,pastin,think,girlfriends,it,wants,ex,lets,don,else,distance,you,nowlong,elseonly,thatin,headlets,headthere,melong,gwen,stefani,gets,headin,to,headi
12382,take,crumbling,it,all,with,fool,you,this,love,everything,my,look,go,back,at,is,adjust,on,maybe,didn,and,just,don,than,easily,if,only,given,having,right
12383,the,house,our,casa,well,it,isn,and,middle,oh,if,street,median,long,porch,enough,mi,of,from,expending,they,front,swiftly,foxy,medio,sweaty,toca,shocked,calle,that
12384,lace,pearlshow,cheekbones,prevention,angelical,up,your,arrive,flower,plate,cure,girl,always,windows,will,you,pray,drink,mother,throw,let,down,kiss,in,sleep,fire,show,before,hold,little
12385,save,heavydirtysoul,can,therefore,you,inspires,my,me,for,gangsters,misty,rabbit,eyed,mr,one,to,dog,death,hunch,infestation,wasn,zombies,time,mindless,limp,cry,attempt,didn,rapping,rushing
12390,angels,seeing,troubles,stories,their,angelsangels,nothey,unveil,brushing,horizons,lightly,fragrance,the,been,and,my,stain,perfume,seas,shoulders,tone,ve,sail,covered,slept,wipe,hold,ayy,float,these
12391,powerless,helpless,hopeless,fear,hate,gotta,out,abandon,this,love,crisis,of,get,choice,you,me,sick,innocence,hard,its,drag,take,no,walk,could,did,how,fatherless,thisnow,attracts
12394,knows,save,darling,yourself,spare,changingheaven,morningafter,uslook,heaven,become,hearts,empty,kill,cannot,fineheaven,dyinglook,eyesheaven,war,no,dyingi,we,that,forever,love,done,my,paying,have,gone,at
12395,penthouse,go,let,floor,the,elevator,us,ride,notice,doors,what,they,to,didn,this,we,new,folks,in,waiting,knock,news,down,jump,held,tear,floorall,handpicked,penthousego,homego
12398,song,last,the,againmaybe,onthe,ll,disappeared,oh,being,we,our,wasted,ends,end,songthe,hearit,hearyou,hear,again,perfect,ever,it,time,cliff,itbut,you,but,if,love,complaining
12399,jugar,de,para,con,corazã³n,mi,quiero,corazã³nporque,sã,yo,sufrir,ya,es,tu,cuidado,porque,peligrosa,ojalã,playing,cuando,chica,no,dormir,voz,tres,dentro,maã,ana,lado,puedo
12401,whoa,downwhoa,if,dare,irresistible,fall,it,can,lay,makes,forever,don,together,then,harder,wanna,defeathow,floorhow,somehowhow,try,yeah,better,hold,nothing,the,manual,cause,downyeah,downthere,get
12402,come,until,back,you,won,till,baby,to,boy,me,arms,not,heart,stop,cannot,will,yoursand,menobody,love,my,feel,gotta,again,something,nothing,backdon,rest,give,apartand,lifeand
12403,hike,hitch,children,baby,come,chicago,going,on,girl,gonna,darling,stevenson,that,to,babe,find,have,6th,world,round,gaye,the,packing,freeway,paul,st,louis,if,main,mmm
12404,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
12406,la,underground,going,boys,brass,shout,ho,let,pow,public,bands,the,and,braying,well,pound,feet,sing,wants,play,people,might,boy,tomorrow,society,sheep,happy,all,screen,start
12407,ooh,will,you,come,baby,lifeno,life,to,must,everyday,someone,dayi,sailing,where,one,far,day,or,there,in,near,left,belost,widebut,my,sea,dyingdon,very,takes,dyingi
12409,raincloud,daylight,been,under,living,there,better,long,we,limits,day,too,point,reaching,holding,out,ve,on,no,tide,anything,desire,ya,ain,in,it,waste,enoughlet,overtakes,try
12411,super,she,avery,ro,her,bunch,can,actin,dollars,right,the,storm,needs,lady,here,rick,lover,on,mo,woman,fabolous,spend,chorus,man,he,financial,my,be,late,ain
12413,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
12414,spiny,feather,skunk,shivering,scratches,greasy,stretching,begin,together,cross,strung,cling,falling,and,tears,leather,cry,sky,fingers,sign,pass,the,twisting,watch,high,his,journey,flashing,from,us
12415,forget,something,ll,lying,dead,you,never,day,be,one,illiterate,literate,may,matter,gentlemen,ladies,poor,or,queen,king,rich,listen,everybody,no,world,about,where,wanna,tell,are
12416,morning,sun,depend,the,would,childhood,used,that,delight,replaced,shade,drug,brings,day,think,near,come,fear,never,extraordinary,to,liberty,sudden,my,lost,of,motion,on,by,see
12417,ma,run,you,up,on,gon,barbie,when,me,gyal,girl,big,pon,hit,come,link,major,di,phone,that,your,company,yeah,is,switch,for,admit,wait,drugs,my
12419,grace,full,undertow,goif,courage,the,feel,of,strength,letting,this,lift,pulled,place,darkness,could,better,sickly,low,chilled,and,claw,loveso,seen,all,thought,from,solid,sinking,than
12420,deeper,bigger,believe,wanna,see,branches,amongst,hills,casting,trees,the,below,and,shadows,fangy,stegosaurus,cosmonaut,moony,spiking,iceplant,walrus,dunes,lantern,swords,lighthouse,ohhhhh,willow,those,been,ruined
12421,morena,boricua,did,she,knew,you,would,crew,for,it,come,all,that,with,run,fuck,trynna,eleven,look,in,new,the,like,hey,your,done,nah,choose,don,father
12422,she,killa,juss,girl,bus,call,her,nigga,competition,thru,pass,my,the,need,like,all,faster,gucci,is,it,that,radio,quick,green,leafs,sophmore,barrack,packa,cirrock,josephene
12424,promises,has,solutions,hatred,offer,it,lost,equality,indoctrination,professes,but,manly,nothing,restored,butch,was,mechanical,ablaze,we,pub,perception,humanity,do,levels,blindly,democracy,think,uniform,mutual,minded
12425,stunt,grind,cool,wine,glass,shine,that,fine,down,didn,the,can,done,feeling,wanna,you,need,always,sure,sky,coming,ain,run,my,yeah,nice,shortcuts,windshield,formal,hatchback
12426,count,healer,and,else,anybody,myself,undergoes,spirals,disperse,tangible,morph,helium,particles,molecules,transformation,you,ll,dna,oxygen,everlasting,shown,cave,the,medicine,worlds,decision,crystal,strip,made,see
12427,fade,lonely,never,gonna,away,you,heart,let,fight,it,the,without,tonight,and,see,give,pounding,will,up,break,not,became,if,to,would,what,only,secret,awake,wide
12428,or,sink,swim,shipwreck,airplanes,sail,forevermore,shore,we,could,fly,this,sky,going,the,away,will,dopushed,youkamikaze,mekamikaze,forevermorekamikaze,are,down,time,crossfire,kamikaze,treason,in,on,to
12429,war,world,timeout,you,be,sometime,wanna,right,fighting,darling,babynot,x18,rather,way,disobey,verse,chorus,listen,don,gonna,wanted,and,under,stand,fire,side,oh,face,everything,promised
12430,radio,song,the,play,wallturn,radiothey,suncome,midday,17,telephone,againi,jumping,circles,on,cat,machine,our,message,saved,kitchen,gonna,sounds,outta,having,it,dancing,clear,back,step,voice
12431,do,wanna,you,ooh,tonight,nighttime,stay,several,rooms,ll,don,troubles,struggle,demons,need,all,give,pieces,my,to,have,killed,watch,hand,the,accusationscerebral,call,am,knowis,siege
12432,restart,maybe,you,don,me,riff,love,iguana,lender,want,to,agenda,could,bender,titty,offend,donald,yonder,play,sticky,if,more,or,we,can,uh,got,my,looking,same
12433,check,out,this,00,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,playoff
12435,baby,filling,ooh,you,me,up,oxygen,re,wrap,disappears,hearooh,feel,yeahyour,finally,your,lips,breathe,my,alive,arms,deep,touch,and,softly,yeahyou,inside,in,heartbeat,can,wipe
12436,roles,junk,behave,crave,insecure,weird,chose,given,stupid,faith,knees,hearts,you,the,part,felt,never,ve,that,makes,friends,hands,this,please,when,done,and,play,wrong,believe
12438,belong,see,where,else,far,gone,from,or,that,here,knots,it,but,storehouse,bright,death,panoramas,swirls,rhapsodies,whirlpool,riptide,ripple,tears,untied,servant,life,tomb,bind,science,pause
12439,she,her,see,birthday,suit,comes,play,dancing,supercutechoruson,74,supercutetogether,supercutechorusshake,supercute,vibrator,discern,supercutechorus,how,dispute,jericho,the,enslaved,swears,uses,strobe,to,lie,loot,curly,care,display
12440,fantasy,oh,nightfall,fell,until,my,home,apart,fall,climb,flying,bird,filled,in,we,take,arms,fly,go,deep,sky,hands,no,own,myself,left,inside,your,little,only
12442,hazel,always,witch,sumac,bluestem,medicinals,sassafras,soothe,here,re,we,grasses,undisturbed,marshland,primal,troublessumac,sores,grow,painkiller,redskins,wrapper,therewhen,herebut,sips,wheelchair,national,native,gravel,herei,the
12444,paradise,singin,killin,gonna,woo,blueskinda,spacewell,contempt,twicewell,deadain,bluesyour,bluesi,these,bomber,sarcasm,transparent,some,filthy,outer,scary,suicide,hard,raise,blues,kid,magic,kinda,thinkin,blind,blame
12445,you,satellite,re,are,see,milky,unaware,planets,worries,the,know,leave,brighter,shooting,below,shining,don,bright,telling,to,moon,beautiful,standing,stars,fly,behind,me,seen,sky,and
12446,faded,are,where,now,sea,under,you,atlantis,lost,monster,another,the,mei,wild,alivewhere,fadedthese,alightwhere,running,imaginary,dream,shallow,eternal,so,waters,inside,dive,aim,fantasy,were,deeper
12448,favorite,hoo,ah,one,lovely,saying,you,got,know,oh,not,see,true,re,what,like,is,that,too,it,never,love,playfulness,playground,playgrounds,playhell,playhonest,playif,platinumi,playin
12449,neighbors,advertise,tonight,we,victim,mind,didn,ones,would,pages,you,beyond,trying,fall,lives,nakedly,the,alas,they,never,won,saw,seen,your,knives,borrowed,skate,thought,papers,know
12450,you,people,the,shit,ye,it,and,hat,that,obligation,about,proved,for,with,just,against,equal,fuck,we,ain,as,wore,to,gotta,better,selfish,tip,all,direction,be
12451,big,time,my,shit,play,ain,cuba,hood,they,you,sick,like,day,screamin,player,rappers,these,we,gon,man,nine,hello,re,no,nigga,with,now,cramming,hollister,civics
12452,snowman,winter,wonderlandin,walking,we,meadow,he,build,ll,the,pretend,wonderlandgone,townlater,parson,eskimo,thrilling,frolic,conspire,downwhen,bluebird,snows,glistening,wonderland,in,unafraid,circus,chilling,sleigh,mister,clown
12453,cry,hopelessly,breathe,cause,silently,knewi,you,never,againif,without,ll,love,know,me,lonely,again,slip,not,could,inside,spellwhy,your,fell,badyou,whyi,youwhy,can,once,stand,as
12454,moon,empty,arms,wish,full,filled,magic,youfull,twofull,upon,use,comes,next,true,tonight,and,weave,my,memory,share,could,will,one,ll,kiss,if,dream,start,with,to
12456,he,his,trouble,taking,was,garden,songbird,place,and,looking,sins,him,came,wingsand,placethere,wingsthere,walking,knelt,thinking,the,lifeand,aloneand,gathered,inside,there,further,praying,mountains,little,kissed
12457,rider,low,trip,little,take,goer,slower,drives,gas,higher,is,yeah,drive,use,the,meet,street,fast,knows,friends,real,don,every,too,one,see,now,no,with,know
12459,less,lonely,coming,one,girl,you,girli,gonna,for,many,be,there,world,inside,faces,girlsaw,worth,let,pretty,what,first,how,ll,fall,show,your,saw,dinner,put,if
12461,land,believe,know,you,friend,pretending,of,his,out,gun,suggested,deranged,fun,have,he,kiss,then,love,mine,meat,thought,we,in,go,search,pleasure,final,staying,always,zone
12462,break,oooh,let,your,heart,trapthen,startcome,slowburning,heartdon,aims,tired,shipwreck,cannonball,heavily,arrows,still,bled,it,aiming,flowing,lost,don,racing,never,map,tide,crawl,mark,veins,if
12463,never,go,alone,let,want,surprise,shame,so,sad,you,lost,realized,to,my,ends,life,yeah,walking,seems,listen,because,friends,pain,coming,other,and,inside,things,day,as
12464,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
12469,let,concept,idiot,out,teen,it,you,based,torn,seemed,regret,sex,now,like,couple,glue,perfect,miss,couldn,any,true,free,another,just,we,glueit,gluewe,missand,tight,were
12470,cold,so,coldso,you,cruel,ice,deep,kiss,fire,inside,even,re,why,me,don,feel,can,how,be,down,like,but,to,is,disguiseoh,coldmade,your,areso,never,coldyou
12473,alive,woohoo,feel,beating,umi,this,under,heart,adventure,magic,dream,oh,you,again,we,pressure,my,she,only,weight,underneath,diamondsnow,againsaid,shapeif,againturn,everything,want,diamonds,me,make
12476,ones,lucky,freaking,paralyzed,one,flowers,bad,you,insincere,was,of,why,good,think,if,body,haven,feel,the,me,and,like,don,send,year,tempts,lies,souvenirs,that,hate
12477,egg,strung,shells,you,fault,hurt,angel,pieces,across,million,never,broken,those,not,grounddid,my,but,was,they,see,feared,groundi,ain,samei,didn,emptiness,have,the,knowi,awayi
12479,brown,everything,eyes,your,silly,record,was,older,last,lost,eyesbrown,songwhere,eyesin,eyeseverything,and,wrongif,but,went,song,guess,could,wrong,you,tricks,turn,in,it,got,were,over
12480,you,says,fallen,youmy,angel,forgiving,head,my,take,back,would,but,heart,throughmy,loving,well,gohow,fool,such,let,can,help,love,badly,re,goyou,to,emotions,hurting,laughing
12482,meant,sucking,not,bold,to,sorry,say,that,letting,late,cause,you,ve,been,this,holding,well,just,know,said,it,getting,old,while,too,thought,right,should,lowand,madeand
12483,rejoice,very,take,it,situation,day,pass,from,and,life,you,this,go,come,longing,on,slave,do,darkest,meaning,why,every,won,by,hour,just,convict,heroine,the,let
12484,flashback,is,like,this,fighting,memory,realize,fit,can,things,dream,life,inside,fitinside,disappearthe,flashbackthis,glancewhy,dreamthis,realizei,why,my,change,you,for,all,vision,slip,state,could,second
12485,answer,machine,beanswer,annie,the,up,to,machineand,placeannie,try,shadowing,underway,use,investigation,blocks,telephone,closing,hall,stays,thunder,20,trip,business,sin,type,don,number,but,can,clear
12488,wonder,straight,alight,you,prepared,blade,shines,your,knife,why,flame,gas,held,looked,the,eye,scared,turned,girls,went,fire,make,die,high,historyyou,cryboy,crymy,wordyou,memoriesyou,to
12489,cold,wind,scarecrow,wire,brave,wrapped,sense,blowing,seen,ridge,fence,it,make,home,don,ve,die,skies,no,high,in,left,lives,wyomingsomewhere,wyomingsee,wyomingit,doubtbeen,yeahhome,handswestern,much
12490,poise,ll,they,the,jersey,lottery,up,salt,success,accept,melt,draw,say,grace,shake,get,ice,story,lord,gets,and,chance,couldn,world,when,hand,name,with,hopesi,goesget
12491,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
12493,swine,squealer,pig,disgusting,act,squeal,catch,paint,you,beat,re,know,human,just,body,swinei,insideswine,insidedo,face,out,inside,like,the,beatswine,ecstasymaybe,shrewmaybe,weekendcatch,jiggle,want,her
12495,breathe,hopelessness,feel,in,maybe,freedom,within,you,underneath,now,burning,skin,that,stopped,fire,this,ve,been,way,to,afraid,alive,why,so,suffocate,forsaken,worthless,sake,bridges,scratch
12497,ghetto,the,coltrane,grow,car,we,that,and,was,you,it,rodney,blow,when,say,at,swap,kendrick,boys,county,girls,my,like,all,building,gon,in,remember,up,your
12498,burn,lets,fun,up,night,have,big,some,it,together,the,baby,let,do,ha,right,tonight,is,hoo,begun,yeah,say,word,everyone,there,time,town,work,heard,words
12499,shot,hey,ve,been,andrews,whata,waaah,girl,little,down,town,you,frown,x2,guitar,solo,wearing,brand,having,fun,drive,car,matter,running,big,done,play,thought,stop,show
12502,am,leaving,worth,where,why,sleeps,gaudy,was,one,context,visiting,seeing,explaining,the,complex,finally,apartment,stranger,tonight,key,alone,autos,ashen,adhering,smeared,seem,visitor,vinyl,sticker,asphalt
12503,nesting,seafoam,teething,foreheads,embed,corridor,under,package,their,weeping,impression,ash,collect,cheap,gift,them,hiding,fiance,born,adolescent,tears,place,the,before,again,an,flesh,from,oh,re
12504,reason,give,find,out,way,means,me,willbut,wind,here,strong,you,enough,know,of,love,baby,herebaby,realigned,waybaby,the,herethey,ll,if,what,talk,my,real,can,it
12508,oh,live,we,while,crazy,re,let,never,tonight,wanna,young,some,and,anyone,pretend,youngwhoa,whoa,get,met,pretending,tonightlet,till,sun,celebration,stop,cool,doing,it,only,know
12509,lifeless,violence,victim,shut,the,breath,wake,of,righteous,becoming,silence,breaking,falling,chasing,apart,part,fault,up,diabolic,youfake,awaking,yourun,drains,vile,sights,breed,drain,kills,for,plastic
12510,me,next,you,league,touch,first,feels,set,like,it,baby,to,cool,chorus,time,re,and,hard,yes,though,free,trying,my,when,see,that,keep,one,onfeels,for
12511,heaven,caressing,strange,methere,silence,near,you,pray,fear,kind,bringing,she,tonight,down,light,prayeryes,my,herethe,stroking,of,hereyou,kneeling,miss,and,care,prepare,herei,whispering,to,take
12513,let,go,motherfucker,intolet,step,two,worries,the,everybody,sorrow,table,might,trouble,stayleave,relationsleave,window,much,obligations,pick,your,chevrolet,throw,focusing,yeahcan,blacked,friends,graduated,hey,traveling,arrived
12515,girl,you,oh,doesn,mean,without,tonight,kissing,meyou,over,her,he,changing,gonna,what,as,means,near,can,drive,met,get,do,me,guess,wish,words,dream,mine,him
12516,like,you,just,it,smooth,groove,pour,ll,oh,air,strong,set,girl,night,all,we,everything,want,long,the,gonna,for,tell,brush,trace,in,there,ve,spark,get
12518,stalking,sing,clothing,they,wolf,sheep,the,tells,you,missing,he,be,didn,your,him,real,cruelthey,aboutthree,alligators,rideand,thing,made,aboutis,erases,inhe,firethere,painand,talents,jokers,would
12520,oh,know,you,loves,run,nobody,through,fire,better,all,globe,cruise,do,darling,coast,wanna,them,the,and,go,me,than,everywhere,rome,how,cities,love,for,rocking,over
12521,going,these,home,faces,places,getting,where,chose,regret,you,always,for,old,might,place,careful,running,me,are,the,has,enough,all,and,belong,wrong,get,don,been,tryso
12523,li,roc,la,life,while,the,everywheredon,sidelinewhile,stars,you,it,clique,gon,wherever,beyond,this,brought,fall,waste,cizzurb,surrenderwrite,zillionairei,zillionaire,berserki,infamousnotorious,fallwrite,primadonna,watching,diamonds,take
12524,fire,up,turn,dance,floor,it,ge,dancefloor,the,weepy,boombercut,rock,li,sh,like,that,got,for,bombin,represition,overlow,cefloor,insition,floooooor,hooking,on,mega,trance,mystic,ambulance
12525,gotta,shake,party,move,it,strong,going,baby,music,make,musicget,get,this,on,ohh,the,to,awayget,you,sound,troubles,away,escape,state,flow,peace,musiccan,musicshake,moveget,musicgotta
12526,changes,nothing,girls,soft,trying,be,boys,you,hard,yourself,just,wearing,hey,cuz,know,yourselfnever,awakeoh,broadside,yourselfhey,that,monyou,to,hair,peeling,timeoh,insides,attraction,distraction,deceiving,legacy
12527,sad,will,be,you,00,playground,playfulness,playful,playersee,playerplaya,playgrounds,playero,playerno,playeri,player,players,playhell,playif,played,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate
12528,thankful,cold,tonight,leave,allowed,me,cry,you,tomorrow,if,sorrow,about,do,see,the,were,forever,that,what,belong,live,life,we,really,gonna,bites,wanna,colours,and,place
12529,even,try,alright,tonight,she,don,you,tryit,it,her,tryyou,awayit,late,realise,so,for,pretending,love,youyou,searching,too,answer,is,can,goodbye,lies,throw,let,wonder,time
12530,born,he,jesus,is,today,day,child,on,light,earth,grace,christmas,rejoice,behold,our,salvation,lamb,this,god,of,nationstoday,nationsbehold,everyoneoh,saviortoday,king,hearts,worldoh,earthoh,the,manger
12531,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
12532,anymore,got,money,now,ve,don,have,seems,everything,care,so,prize,me,to,about,cause,trade,tried,all,is,it,what,you,right,be,hard,no,say,wouldn,everyone
12535,ah,march,rhythmyou,ahyou,riot,gotta,lightning,rhythm,ok,fighting,keepsdear,heatdear,ahhere,heaven,ahah,ve,hell,or,ride,she,friend,best,stop,stands,seats,like,heart,treat,push,kids
12537,wanna,know,won,while,all,want,you,together,let,talk,feeling,cuz,it,gostood,stay,well,friendand,gowell,babyall,marcus,about,some,since,dated,to,heartless,those,alrighti,no,gotten
12538,blame,diamonds,your,you,daughter,glistening,cutting,rubber,and,re,island,them,knife,don,the,is,ones,fax,me,liable,find,faulty,wasn,tombstone,today,autograph,sing,out,song,drained
12539,worst,life,my,cos,must,day,be,true,mistake,side,the,by,wanna,it,of,do,you,and,is,was,this,kizza,voorhees,daythis,mp3s,izza,ltting,allowing,called,40s
12540,pager,gold,bit,with,little,of,those,and,gotta,the,my,uh,finger,wear,ingreat,homebro,napsack,stees,foothills,cooley,flicked,beepers,kids,check,wheelies,cool,activated,fixture,like,they
12542,skrr,yeah,boom,money,nigga,niggas,woo,brraa,diamonds,gettin,sauna,stunnin,the,gunnin,bros,bitch,came,pick,my,lil,beam,shit,so,vvs,in,yo,gotta,road,facts,bro
12543,famous,hope,you,get,don,love,stay,home,always,nah,with,ya,meant,everyone,ll,stand,me,though,oh,fake,famousall,trueeven,optionseven,doeven,discovers,the,like,cause,world,strong
12544,we,would,another,maybe,bechorus,uschorus,somewhere,star,from,altogether,and,far,imagined,high,yeah,the,certain,ll,endless,find,our,world,chasing,away,storm,where,in,life,clouds,safe
12545,will,wait,and,find,forever,it,won,this,last,worry,remainby,towas,pay,remaining,moment,lingered,anchor,nowso,melted,no,weigh,june,rainy,sacred,the,afternoon,month,time,sail,much
12548,they,done,cuz,lives,their,and,ve,are,faced,people,glad,or,what,going,hellthey,tellwhen,donethey,wellwhen,hellsome,repercussions,disturbed,aliveso,over,that,cursing,agony,consequences,wives,scott,maker
12549,fine,love,so,he,yeah,forever,sharing,him,belongs,his,divine,smiled,oh,long,jealous,kisses,ever,glad,yesterday,share,darling,wants,will,and,to,are,lonely,girls,yes,me
12550,feels,good,here,right,this,00,playfulness,playful,playersee,players,playerplaya,playero,playerno,playeri,player,playground,playgrounds,playhonest,played,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers
12551,kick,me,shit,government,full,an,harder,preachings,anarchist,moron,seattle,egypt,outs,my,exists,shitty,expose,junkies,poet,france,of,umbrella,that,ancient,so,animal,role,model,rage,generation
12552,day,some,blow,us,she,away,theodosia,goneshe,versuri,worthwhile,flickers,breathed,you,dedicated,all,onyou,doand,foundation,sometime,nation,and,oooh,age,bleed,flame,died,dear,build,life,lives
12553,falling,might,everybody,star,wanna,ve,see,the,stareverybody,in,reservoir,bodyguard,mardi,gras,up,rental,airport,robbed,woke,thrown,party,at,passed,showed,bar,got,car,and,start,high
12554,sunk,messed,fallen,so,ve,low,told,tried,round,should,better,bend,and,the,tell,here,know,redeemedthough,bearthough,embarassed,fighttruth,come,to,awaited,up,have,heaven,don,reveals,intent
12555,people,ain,babysome,want,some,if,nothing,everything,rings,diamond,got,means,you,live,baby,superficialsome,himhand,but,yousome,yeahsome,all,withinand,the,it,mesome,platter,just,for,bore,dozen
12556,da,do,feelin,she,wants,woman,low,little,is,where,to,ten,feel,day,when,go,dollars,all,tell,seekin,buytell,betterhey,betterdo,gillespie,oslin,bettertell,better,townso,me,available
